Org Defined ID,Username,FirstName,LastName,Attempt #,Attempt Start,Attempt End,Section #,Q #,Q Type,Q Title,Q Text,Bonus?,Difficulty,Answer,Answer Match,Score,Out Of,Feedback
265,265,firstname265,lastname265,1,,,,1e,,,,,,SELECT name FROM Artist WHERE death_date IS NULL;,,,1,
265,265,firstname265,lastname265,1,,,,1f,,,,,,SELECT DISTINCT Artist.artist_id FROM Artist JOIN Performs ON Performs.artist_id = Artist.artist_id WHERE Performs.role = 'guitarist';,,,1,
265,265,firstname265,lastname265,1,,,,1g,,,,,,SELECT Album.album_id FROM Album  Join Release ON Release.album_id = Album.album_id WHERE Release.country = 'Belgium';,,,1,
265,265,firstname265,lastname265,1,,,,1h,,,,,,SELECT Track.song FROM Track JOIN Album ON Album.album_id = Track.album_id WHERE Album.title = 'Nevermind';,,,1,
265,265,firstname265,lastname265,1,,,,1i,,,,,,SELECT DISTINCT Album.title FROM Album JOIN Release ON Release.album_id = Album.album_id WHERE Release.country NOT 'Belgium';,,,1,
265,265,firstname265,lastname265,1,,,,1j,,,,,,"SELECT Album.title, SUM(Track.duration) FROM Album, Track WHERE Album.album_id = Track.album_id;",,,1,
265,265,firstname265,lastname265,1,,,,1k,,,,,,"SELECT Performs.role, COUNT(*) AS total JOIN Artist ON Artist.artist_ID = Performs.artist_id WHERE Performs.role = 'vocals' AND Artist.name = Artist.id AND total >= 3 ORDER BY total DESC;     ",,,1,
265,265,firstname265,lastname265,1,,,,6d,,,,,,,,,1,
266,266,firstname266,lastname266,1,,,,1e,,,,,,SELECT name FROM Artist WHERE NOT death_date IS NULL,,,1,
266,266,firstname266,lastname266,1,,,,1f,,,,,,"SELECT A.artist_id FROM Artist A, Performs P WHERE A.artist_id = P.artist_id AND P.role = 'guitarist'",,,1,
266,266,firstname266,lastname266,1,,,,1g,,,,,,SELECT album_id FROM Release WHERE country = 'Belgium',,,1,
266,266,firstname266,lastname266,1,,,,1h,,,,,,"SELECT T.song FROM Track T, Album A WHERE T.album_id = A.album_id AND T.title = 'Nevermind'",,,1,
266,266,firstname266,lastname266,1,,,,1i,,,,,,SELECT A.title FROM Album A WHERE NOT EXISTS( SELECT * FROM Release R WHERE A.album_id = R.album_id AND country = 'Belgium' ),,,1,
266,266,firstname266,lastname266,1,,,,1j,,,,,,"SELECT A.title, SUM(T.duration) FROM Album A, Track T WHERE T.album_id = A.album_id GROUP BY A.title",,,1,
266,266,firstname266,lastname266,1,,,,1k,,,,,,"SELECT A.name, COUNT(*) AS number FROM Artist A, Performs P WHERE A.artist_id = P.artist_id AND role = 'vocals' GROUP BY A.name HAVING number >= 3 ORDER BY number DESC",,,1,
266,266,firstname266,lastname266,1,,,,6d,,,,,,"WITH RECURSIVE Man_chain(employee_nr, manager_nr) AS  ( SELECT employee_nr, manager_nr FROM Employee WHERE employee_nr = 'U000001' UNION SELECT E.employee_nr, E.manager_nr FROM Employee E, Man_chain M WHERE M.employee_nr = E.manager_nr ) SELECT employee_nr FROM Man_chain AS Employee",,,1,
267,267,firstname267,lastname267,1,,,,1e,,,,,,SELECT name FROM Artist WHERE death_date IS NULL;,,,1,
267,267,firstname267,lastname267,1,,,,1f,,,,,,"SELECT DISTINCT artist_id  FROM Artist, Performs  WHERE Artist.artist_id = Performs.artist_id  AND Performs.role = 'guitarist';",,,1,
267,267,firstname267,lastname267,1,,,,1g,,,,,,"SELECT album_id FROM Album, Release WHERE Release.album_id = Album.album_id  AND Release.country = 'Belgium';",,,1,
267,267,firstname267,lastname267,1,,,,1h,,,,,,"SELECT song  FROM Album, Track WHERE Album.album_id = Track.album_id AND Album.title = 'Nevermind';",,,1,
267,267,firstname267,lastname267,1,,,,1i,,,,,,"SELECT DISTINCT title  FROM Album, Release WHERE Album.album_id = Release.album_id AND Release.country <> 'Belgium';",,,1,
267,267,firstname267,lastname267,1,,,,1j,,,,,,"SELECT title, SUM(duration) FROM Track, Album WHERE Track.album_id = Album.album_id GROUP BY title;",,,1,
267,267,firstname267,lastname267,1,,,,1k,,,,,,"SELECT name, COUNT(*) AS performed_tracks FROM Performs, Artist WHERE Performs.artist_id = Artist.artist_id AND Performs.role = 'vocals' GROUP BY name HAVING COUNT(*) >= 3 ORDER BY performed_tracks DESC;",,,1,
267,267,firstname267,lastname267,1,,,,6d,,,,,,"WITH RECURSIVE Managed(employee_nr) AS( SELECT employee_nr  FROM Employee WHERE employee_nr = 'U000001' UNION SELECT E.employee_nr FROM Managed M, Employee E WHERE M.employee_nr = E.manager_nr) SELECT * FROM Managed;",,,1,
268,268,firstname268,lastname268,1,,,,1e,,,,,,SELECT name FROM Artist WHERE death_date<>NULL;,,,1,
268,268,firstname268,lastname268,1,,,,1f,,,,,,SELECT DISTINCT artist_id FROM Performs WHERE role='guitarist';,,,1,
268,268,firstname268,lastname268,1,,,,1g,,,,,,SELECT album_id FROM Release WHERE country='Belgium';,,,1,
268,268,firstname268,lastname268,1,,,,1h,,,,,,"SELECT Track.song FROM Track, Album WHERE Album.title='Nevermind' AND Album.album_id=Track.album_id;",,,1,
268,268,firstname268,lastname268,1,,,,1i,,,,,,"SELECT DISTINCT Album.title FROM Release, Album WHERE Album.album_id=Release.album_id AND country;",,,1,
268,268,firstname268,lastname268,1,,,,1j,,,,,,"SELECT Album.title, Track.duration FROM Track, Album;",,,1,
268,268,firstname268,lastname268,1,,,,1k,,,,,,"SELECT Artist.name, COUNT(Performs.artist_id WHERE Performs.artist_id=Artist.artist_id AND Perfroms.  ,   .  .  ..  .   .  ..  .;",,,1,
268,268,firstname268,lastname268,1,,,,6d,,,,,,WITH RECURSIVE find_employees AS (SELECT employee_nr FROM find_employeese WHERE manager_nr='U000001'      ;,,,1,
269,269,firstname269,lastname269,1,,,,1e,,,,,,SELECT Artist.name FROM Artist WHERE Artist.death_date = NULL;,,,1,
