Org Defined ID,Username,FirstName,LastName,Attempt #,Attempt Start,Attempt End,Section #,Q #,Q Type,Q Title,Q Text,Bonus?,Difficulty,Answer,Answer Match,Score,Out Of
1,1,firstname1,lastname1,1,21-11-2023 17:38,21-11-2023 18:21,,1,WR,,"Give the SQL query that returns the title, duration and popularity of each Track of which its popularity is a at least 10 and at most 20.",False,1,"SELECT track_title, duration, popularity FROM Track WHERE popularity >= 10 AND popularity <= 20;",,0,1
1,1,firstname1,lastname1,1,21-11-2023 17:38,21-11-2023 18:21,,2,WR,,Give the SQL query that returns the year of the Album titled 'American Pie',False,1,SELECT year FROM Album WHERE album_title = 'American Pie';,,0,1
1,1,firstname1,lastname1,1,21-11-2023 17:38,21-11-2023 18:21,,3,WR,,Albums in Spotify are available for different markets. Give the SQL query that returns the country for each Market in which the Album 'American Pie' is available.,False,1,SELECT country FROM Album NATURAL JOIN Market WHERE album_title = 'American Pie';,,0,1
1,1,firstname1,lastname1,1,21-11-2023 17:38,21-11-2023 18:21,,4,WR,,Give the SQL query that returns the title of each Track of which the Artist that Writes (wrote) the Track had the role 'lyricist' (So return tracks with lyricists).,False,1,SELECT DISTINCT Track.track_title FROM Track NATURAL JOIN Writes WHERE role = 'lyricist';,,0,1
1,1,firstname1,lastname1,1,21-11-2023 17:38,21-11-2023 18:21,,5,WR,,Give the SQL query that lists the title of each Album that is NOT available in the country 'DE'.,False,1,SELECT album_title FROM Album WHERE NOT 'DE' IN (SELECT country FROM Market WHERE Album.album_id = Market.album_id);,,0,1
1,1,firstname1,lastname1,1,21-11-2023 17:38,21-11-2023 18:21,,6,WR,,Give the SQL query that return for each year the number of albums in that year.,False,1,"SELECT year, COUNT(*) FROM Album GROUP BY year;",,0,1
1,1,firstname1,lastname1,1,21-11-2023 17:38,21-11-2023 18:21,,7,WR,,"Give the SQL query that lists for each Writer's role, the total number of times that this role occurs in the database. Do not list the number of time that the role is unknown.",False,1,"SELECT role, count(*) FROM Writes WHERE role IS NOT NULL GROUP BY role;",,0,1
1,1,firstname1,lastname1,1,21-11-2023 17:38,21-11-2023 18:21,,8,WR,,"Give the SQL query that lists the name of each Artist, the total duration of the tracks they perform in and the average popularity those tracks . Order the results by the total duration (longest first) and return only the top 5 artists.",False,1,"SELECT Artist.name, SUM(duration), AVG(popularity) FROM Artist NATURAL JOIN Performs NATURAL JOIN Track GROUP BY Artist.name ORDER BY SUM(duration) DESC LIMIT 5;",,0,1
1,1,firstname1,lastname1,1,21-11-2023 17:38,21-11-2023 18:21,,9,WR,,"An application on the music database returns each Artist that Performs, Writes, and Produces at least on Track (possibly different tracks) with the following SQL query: SELECT A.artist_id, A.nameFROM Artist AWHERE EXISTS (  SELECT *  FROM Performs P, Track T  WHERE A.artist_id = P.artist_id  AND P.track_id=T.track_id)AND EXISTS (  SELECT *  FROM Produces P, Track T  WHERE A.artist_id = P.artist_id  AND P.track_id=T.track_id)AND EXISTS (  SELECT *  FROM Writes W, Track T  WHERE A.artist_id = W.artist_id  AND W.track_id=T.track_id); Simplify the query by removing subqueries and by removing unnecessary comparisons. Use DISTINCT if needed.",False,1,"SELECT DISTINCT A.artist_id, A.name FROM Artist A , Performs Pe, Track T, Produces Pr, Writes W WHERE A.artist_id = Pe.artist_id AND A.artist_id = Pr.artist_id AND A.artist_id = W.artist_id; ",,0,1
1,1,firstname1,lastname1,1,21-11-2023 17:38,21-11-2023 18:21,,10,WR,,"Give an SQL query that returns each Artist for which there is a Track that the artist Performs, Writes, and Produce. So, similar to the previous question, but the artist should be performer, producer and writer of the same track...",False,1,"SELECT DISTINCT A.artist_id, A.name FROM Artist A , Performs Pe, Track T, Produces Pr, Writes W WHERE A.artist_id = Pe.artist_id AND Pe.track_id = T.track_id AND A.artist_id = Pr.artist_id AND Pr.track_id = T.track_id AND A.artist_id = W.artist_id AND W.track_id = T.track_id; ",,0,1
